Paper_ID,Title,author,publication venue,year,abstract,,,,,,,,,,,,,,
404,"Interventions, Policies, and Future Research Directions in Cybercrime",M Kilger,The Wiley Handbook on the Psychology of Violence,2016,"… The use of digital communications to bully, harass, embarrass and attack individuals and groups has become a much more common event in recent years, causing significant …",,,,,,,,,,,,,,
405,Artificial intelligence (AI) and internet of medical things (IoMT) assisted biomedical systems for intelligent healthcare,"P Manickam, SA Mariappan, SM Murugesan, S Hansda…",Biosensors,2022,"… In 1972, researchers in Japan built the world’s first humanoid robot, “WABOT-1”, which can communicate with a person in Japanese and measure distances and directions. However, …",,,,,,,,,,,,,,
406,Affective state detection with dynamic bayesian networks,MA de Jongh,,2005,This literature survey reviews 17 papers that are related to the subject—Affective State Detection with Dynamic Bayesian Networks “. The necessary theoretical background on affective …,,,,,,,,,,,,,,
407,"Multimodal Face Data Sets—A Survey of Technologies, Applications, and Contents","K Al-Mannai, K Al-Thelaya, J Schneider…",IEEE Access,2024,"… , comprises face scans of 50 subject collected by a multispectral camera for both the evaluation of presentation attack detection and the analysis of face presentation attack vulnerability. …",,,,,,,,,,,,,,
408,MACHINE LEARNING (ML) IN AEROSPACE AND DEFENSE (A&D) INDUSTRIES: A SYSTEMATIC LITERATURE REVIEW,"L Khan, A Elshennawy, S Furterer…",EDITORIAL REVIEW …,,"… -poisoning attacks, hacking or gaining access for malicious purposes, and intentional attacks on … Just doesn't look right: Exploring the impact of humanoid robot integration into explosive …",,,,,,,,,,,,,,
409,Elements of episodic memory: insights from artificial agents,"A Boyle, A Blomkvist",Philosophical Transactions B,2024,"… The agent exhibited novel behaviours, including dodging missile attacks and moving out of … 2007 The iCub cognitive architecture: interactive development in a humanoid robot. In IEEE …",,,,,,,,,,,,,,
410,Increasing trend of wearables and multimodal interface for human activity monitoring: A review,"P Kumari, L Mathew, P Syal",Biosensors and Bioelectronics,2017,"Activity recognition technology is one of the most important technologies for life-logging and for the care of elderly persons. Elderly people prefer to live in their own houses, within their …",,,,,,,,,,,,,,
411,A consolidated review of path planning and optimization techniques: Technical perspectives and future directions,"F Gul, I Mir, L Abualigah, P Sumari, A Forestiero",Electronics,2021,"In this paper, a review on the three most important communication techniques (ground, aerial, and underwater vehicles) has been presented that throws light on trajectory planning, its …",,,,,,,,,,,,,,
412,"Review of Metrics to Measure the Stability, Robustness and Resilience of Reinforcement Learning",LL Pullum,arXiv preprint arXiv:2203.12048,2022,"… Given the recent explosion of papers on robustness of neural networks to adversarial attacks, one might expect it to be a cornerstone of the robustness papers reviewed herein. The …",,,,,,,,,,,,,,
413,"AI and Its Opportunities, Challenges and Risks","G Paaß, D Hecker",Artificial Intelligence: What Is Behind the Technology …,2023,"… group, function robustly, respect privacy and be secure against attacks or accidents. … Nation-states are building cyber units to prevent such attacks. Compared to traditional investments …",,,,,,,,,,,,,,
414,The transformative impact of large language models in healthcare,"M Shalko, O Domina, I Korobko, D Melnyk…",Technology audit and …,2024,"… Doctors will be able to ""teleport"" into humanoid robot avatars to provide remote assistance, bridging the gap to more … Increased heart rate due to panic attacks, stress and lack of sleep …",,,,,,,,,,,,,,
415,Development and Practical Applications of Computational Intelligence Technology,"Y Matsuzaka, R Yashiro",BioMedInformatics,2024,"… If a robot hearing system that uses an MFT-based interface between sound source separation and speech recognition is implemented in a humanoid robot to realize robot hearing, high …",,,,,,,,,,,,,,
416,When taekwondo meets artificial intelligence: the development of taekwondo,"MC Shin, DH Lee, A Chung, YW Kang",Applied Sciences,2024,"This study explores the comprehensive understanding of taekwondo, the application of fourth industrial revolution technologies in various kinds of sports, the development of taekwondo …",,,,,,,,,,,,,,
417,ICONTECH CONFERENCE,S LADACI,,2022,"… The project design the arm of a some centimeters humanoid robot from large analog servos. To improve position control, we modified the servos by replacing in the internal circuit the …",,,,,,,,,,,,,,
418,Artificial intelligence in nursing: technological benefits to Nurse's mental health and patient care quality,"HG Dailah, M Koriri, A Sabei, T Kriry, M Zakri",Healthcare,2024,"… A pronounced example of this is the 2017 “WannaCry” ransomware attack affecting 230,000 … This incident stressed the susceptibility of healthcare systems to ransomware attacks, with …",,,,,,,,,,,,,,
419,"Advances, challenges and opportunities in continuous sign language recognition","NB Ibrahim, HH Zayed, MM Selim",J. Eng. Appl. Sci,2020,"Sign Language (SL) is the hands spoken language assisting the deaf to understand each other. Understanding SL, by vocal people not only paves the way to contribute deaf and dumb …",,,,,,,,,,,,,,
420,Machine learning in mental health: A systematic review of the HCI literature to support the development of effective and implementable ML systems,"A Thieme, D Belgrave, G Doherty",ACM Transactions on Computer …,2020,"… fallible ML outputs and biases; malicious uses of ML (see related works in domains of criminal justice, loan decisions [161] or automated facial analysis [24], and adversarial attacks in …",,,,,,,,,,,,,,
421,A Review and Comparative Study of Works that Care is Monitoring Detection and Therapy of Children with Autism Spectrum Disorder,"MA ALJBORI, A MEDDEB-MAKHLOUF…",WSEAS Transactions …,2024,… The system uses an NAO humanoid robot with an additional mobile display to present emotional cues and solicit appropriate emotional responses. The mobile phone displays emotions …,,,,,,,,,,,,,,
422,The use of wearable assistive technology to increase soldiers' effectiveness,"M Lo, G Carstairs, KL Mudie, R Begg…",Human Factors and …,2020,"… However, an exoskeleton may also encumber the soldiers’ movements during an attack, thus, decreasing their survivability during an engagement or reducing their mobility in an urban …",,,,,,,,,,,,,,
423,Emerging Trends in Artificial Intelligence and Machine Learning: Historical and State-of-the-Art Perspectives,"EE Ogheneovo, P Harcourt",ACADEMIA IN INFORMATION …,2020,… learning have greatly improved cybersecurity and privacy policies of businesses and organizations in recent time through the automation of complex processes that detect cyber-attacks …,,,,,,,,,,,,,,
424,Artificial Intelligence in Science and Society: the Vision of USERN,S de Compostela,researchgate.net,,"… The reaction is almost universally one of general skepticism; it may include direct attacks that leverage weaknesses in the less well-developed aspects of the proposed idea, ignoring its …",,,,,,,,,,,,,,
425,Biomimetic Origami: A Biological Influence in Design,"H Ebrahimi Fakhari, J Rosario Barboza, P Mardanpour",Biomimetics,2024,"Origami, the art of paper folding, has long fascinated researchers and designers in its potential to replicate and tap the complexity of nature. In this paper, we pursue the crossing of …",,,,,,,,,,,,,,
426,"Distributed machine learning in materials that couple sensing, actuation, computation and communication","D Hughes, N Correll",arXiv preprint arXiv:1606.03508,2016,"… In these investigations, the time-varying stroke angle and angle of attack of an insect-like wing is … Specific touch-sensitive robots include Robovie-IIS, a humanoid robot utilizing full-body …",,,,,,,,,,,,,,
427,Deep reinforcement learning verification: a survey,"M Landers, A Doryab",ACM Computing Surveys,2023,… deep Q-learning described in Section 2.2) against the standard Q-learning adversarial attack [38… Such an attack is defined by an adversary seeking to induce the selection of suboptimal …,,,,,,,,,,,,,,
428,"A comprehensive review on the use of AI in UAV communications: Enabling technologies, applications, and challenges","F Al-Turjman, H Zahmatkesh",Unmanned Aerial Vehicles in Smart Cities,2020,"… However, the data sharing among them can be prone to adversarial machine learning (AML) attacks in such a way that an attacker can join the group and change the data which may …",,,,,,,,,,,,,,
429,Machine learning and mixed reality for smart aviation: Applications and challenges,"Y Jiang, TH Tran, L Williams",Journal of Air Transport Management,2023,"The aviation industry is a dynamic and ever-evolving sector. As technology advances and becomes more sophisticated, the aviation industry must keep up with the changing trends. …",,,,,,,,,,,,,,
430,A review on diagnostic autism spectrum disorder approaches based on the Internet of Things and Machine Learning,"M Hosseinzadeh, J Koohpayehzadeh, AO Bali…",The Journal of …,2021,"… : makes it available among all of IoT-based services for healthcare such as local, global, and cloud services to the allowed section, when needed even in the presence of various attacks…",,,,,,,,,,,,,,
431,Mobility-aware medium access control protocols for wireless sensor networks: A survey,"M Zareei, AKMM Islam, C Vargas-Rosales…",Journal of Network and …,2018,"… For example, if in a particular application we have a sink that moves among stationary nodes to collect data (sink mobility), is the sink carried by a person or humanoid robot or is it a …",,,,,,,,,,,,,,
432,Artificial Intelligence in Science and Society: the Vision of USERN,"T Dorigo, GD Brown, C Casonato, A Cerdà…",IEEE …,2025,"… reaction is almost universally one of general skepticism; it may include direct attacks that leverage weaknesses in the less well-developed aspects of the proposed idea, ignoring its …",,,,,,,,,,,,,,
433,Wolfgang Bibel Darmstadt University of Technology 22 September 2005,N MacCormick,,2005,"… and movement data enabling a humanoid robot with arm and … the development of a humanoid robot with cognitive abilities … still a challenge which has not been attacked so far. Namely, …",,,,,,,,,,,,,,
434,Public Functions Implementation by Artificial Intelligence: Current Practices and Prospects for Common Measures within Particular Periods across Continents …,A Atabekov,Societies,2023,"… , the only evidence of recognition of the rights of robots with artificial intelligence can be traced in a 2017 statement at the Future Investment Initiative event when the humanoid robot …",,,,,,,,,,,,,,
435,Early prediction of cardiovascular disease using artificial neural network,"J Talukdar, TP Singh","Paladyn, Journal of Behavioral Robotics",2023,"… Increasingly, it will be important to extract medical data to predict and treat the high fatality rate caused by heart attacks. Every day, humanity generates terabytes worth of data. Medical …",,,,,,,,,,,,,,
436,"The Application of Emerging Technologies in Autistic Students During the Period 1996–2023: A Conceptual, Social and Intellectual Review","G Lorenzo-Lledó, SM Beigbeder…",Social Robots in …,2025,"… Can a small humanoid robot help encourage social interaction skills? Universal Access in the Information Society, 4(1), 105–120. https://doi.org/10.1007/s10209-005-0116-3 …",,,,,,,,,,,,,,
437,Advances in neuromorphic computing: Expanding horizons for AI development through novel artificial neurons and in-sensor computing,"Y Yang, J Zhao, Y Liu, X Hua, T Wang, J Zheng…",Chinese …,2024,"… If the sample information is disturbed or attacked, the results of the network will be … enhance the tactile sensing system of a humanoid robot. Ripe and unripe tomatoes were categorized …",,,,,,,,,,,,,,
438,Internet of medical things healthcare for sustainable smart cities: current status and future prospects,"P Mishra, G Singh",Applied Sciences,2023,"… and reliability of IoWDs, as well as the potential for data breaches and cyber-attacks. … A humanoid robot reduces physical interactions between healthcare workers and infected …",,,,,,,,,,,,,,
439,Survey on Pain Detection Using Machine Learning Models: Narrative Review,"R Fang, E Hosseini, R Zhang, C Fang, S Rafatirad…",JMIR AI,2025,"Background: Pain, a leading reason people seek medical care, has become a social issue. Automated pain assessment has seen notable advancements over recent decades, …",,,,,,,,,,,,,,
440,Assessing Blockchain's Role in Healthcare Security: A Comprehensive Review,"M Alshar'e, K Abuhmaidan, FYH Ahmed, A Abualkishik…",Informatica,2024,"… and the susceptibility of blockchain networks to a 51% attack is a matter of significant concern. The potential consequences of such an attack involve the exposure of patient data, which …",,,,,,,,,,,,,,
441,"A narrative review of three streams of avatar marketing with potential, examples, and challenges","R Ishigaki, LN Madhabika",International Journal of Innovation and …,2024,"Purpose: Recently, there has been enthusiasm for the relatively new technology, the metaverse. One technology related to and important for the metaverse is the Avatar, which is the …",,,,,,,,,,,,,,
442,AI advancements: Comparison of innovative techniques,"H Taherdoost, M Madanchian",AI,2023,"… biped locomotion with a policy gradient method: Application to a humanoid robot. Int. J. … Training instability, mode collapse reducing output diversity, vulnerability to adversarial attacks, …",,,,,,,,,,,,,,
443,"Utility of artificial intelligence in diabetes self-management, a narrative literature review",KFZML Chaouf,,2022,"… in the pancreas that produce insulin are attacked and destroyed by the immune system. As … The main complications are leg amputation, heart attacks, kidney failure, strokes, vision loss …",,,,,,,,,,,,,,
444,"Resistance to artificial intelligence in health care: Literature review, conceptual framework, and research agenda","Y Yang, EWT Ngai, L Wang",Information &Management,2024,"Resistance has historically been considered a salient obstacle to the implementation of information systems, including healthcare information technology. However, artificial intelligence …",,,,,,,,,,,,,,
445,Memristor-based artificial chips,"B Sun, Y Chen, G Zhou, Z Cao, C Yang, J Du, X Chen…",ACS …,2023,"… In particular, the integrated chip achieves PUF recovery with zero-bit error rate (BER) and significant anti attack capability (Figure 5g), in which the circuit loss can be almost ignored. …",,,,,,,,,,,,,,
446,"MQTT implementations, open issues, and challenges: A detailed comparison and survey","A PS, SM Dilip Kumar, V KR",International Journal of Sensors …,2022,… avoid offline dictionary-type attacks and denial of service attacks by considering the software… The results show that avoiding attacks also increases the efficiency of MQTT over traditional …,,,,,,,,,,,,,,
447,Communication requirements in 5G-enabled healthcare applications: review and considerations,"HN Qureshi, M Manalastas, A Ijaz, A Imran, Y Liu…",Healthcare,2022,"Fifth generation (5G) mobile communication technology can enable novel healthcare applications and augment existing ones. However, 5G-enabled healthcare applications demand …",,,,,,,,,,,,,,
448,"Artificial intelligence for drug development, precision medicine, and healthcare",M Chang,,2020,"… In 1980, researchers at Waseda University in Japan built Wabot, a musician humanoid robot able to communicate with a person, read a musical score, and play tunes on an electronic …",,,,,,,,,,,,,,
449,A Review of Human Emotion Recognition.,"KS Vaidya, PM Patil, M Alagirisamy",Special Education,2022,"… variations, pose variations and presentation attacks, a facial analysis system can benefit not … Adaptive facial point detection and emotion recognition for a humanoid robot."" Computer …",,,,,,,,,,,,,,
450,FPGA-Based Sensors for Distributed Digital Manufacturing Systems: A State-of-the-Art Review,"L Khan, SP Isanaka, F Liou","Sensors (Basel, Switzerland)",2024,The combination of distributed digital factories (D2Fs) with sustainable practices has been proposed as a revolutionary technique in modern manufacturing. This review paper explores …,,,,,,,,,,,,,,
451,A systematic literature review on software maintenance for cyber-physical systems,"N Khezami, M Kessentini, TDN Ferreira",IEEE Access,2021,… that can be compromised by a hacker attack directly affecting the operation of these systems and to have a software that is robust and resilient to attacks and cyber-security risks. …,,,,,,,,,,,,,,
452,ARTIFICIAL INTELLIGENCE IN ARCHITECTURE AND BUILT ENVIRONMENT DEVELOPMENT 2024: A CRITICAL REVIEW AND OUTLOOK,M Sourek,wemakespaces.archi,,"… Inevitably, due to the learning paradigm, AI systems are vulnerable to various types of attacks and data ""poisoning"". In addition, by hostile input or action, an attacker can gain …",,,,,,,,,,,,,,
453,Systematic literature review of validation methods for AI systems,"L Myllyaho, M Raatikainen, T Männistö…",Journal of Systems and …,2021,"Context: Artificial intelligence (AI) has made its way into everyday activities, particularly through new techniques such as machine learning (ML). These techniques are implementable …",,,,,,,,,,,,,,
454,Artificial intelligence-based technological advancements in clinical healthcare applications: A systematic review,"S Mishra, M Abbas, K Jindal, J Narayan…",Revolutions in Product …,2022,"A phenomenal surge in data generation, accessibility, storage, and processing hardware capacitates the artificial intelligence (AI)-based learning algorithms to solve the nature-inspired …",,,,,,,,,,,,,,
455,Evaluating embodied conversational agents in multimodal interfaces,"B Weiss, I Wechsung, C Kühnel, S Möller",Computational Cognitive …,2015,"Based on cross-disciplinary approaches to Embodied Conversational Agents, evaluation methods for such human-computer interfaces are structured and presented. An introductory …",,,,,,,,,,,,,,
456,"From Pursuit of the Universal AGI Architecture to Systematic Approach to Heterogeneous AGI (SAGI): Addressing Alignment, Energy &AGI Grand Challenges",E Kurshan,International Journal of Semantic Computing,2024,"… In 2023, an AI-based market bombing attack crashed the US markets momentarily until … Latest studies highlight that from learningbased cyber-attacks to using driver-less vehicles …",,,,,,,,,,,,,,
457,Human face detection techniques: A comprehensive review and future research directions,"MK Hasan, MS Ahsan, SHS Newaz, GM Lee",Electronics,2021,"… As a result, the model shows good robustness to arbitrary noise attacks, cutting, and Joint … and classifies them as normal or attack. The model yields poor attack detection accuracy. …",,,,,,,,,,,,,,
458,"Current trends, challenges, and future research directions of hybrid and deep learning techniques for motor imagery brain–computer interface","E Lionakis, K Karampidis, G Papadourakis",… Technologies and Interaction,2023,"… Guneysu, A.; Akin, HL An SSVEP based BCI to control a humanoid robot by using portable EEG device. In Proceedings of the Annual International Conference of the IEEE Engineering …",,,,,,,,,,,,,,
459,The necessity of artificial intelligence for smart environment: Future perspective and research challenges,"S Kumari, P Muthulakshmi",2023 International Conference on …,2023,"Smart environment is the intermixing of everydaytasks and services with modern technology and computers. Smart environments are the way of the future, and this trend can be …",,,,,,,,,,,,,,
460,"Co-estimation of state of charge, state of health, remaining useful life and state of function prediction for lithium ion battery in electrified vehicle using machine …","K Das, R Kumar","… Conference on Intelligent Communication, Control and …",,"A novel machine learning based co-estimation approach of Lithium ion battery (LIB) coestimation of State of Charge (SOC), State of Health (SOH), Remaining Useful Life (RUL) and …",,,,,,,,,,,,,,
461,"The embodiment of objects: Review, analysis, and future directions","A Schettler, V Raja, ML Anderson",Frontiers in Neuroscience,2019,"Here we offer a thorough review of the empirical literature on the conditions under which an object, such as a tool or a prosthetic (whether real or virtual), can be experienced as being in …",,,,,,,,,,,,,,
462,The impact of 6G-IoT technologies on the development of agriculture 5.0: A review,"S Polymeni, S Plastras, DN Skoutas, G Kormentzas…",Electronics,2023,"… Thus, AR can significantly improve field disease assessment and reduce the use of agrochemicals by facilitating accurate pest identification and detection of pest attacks and infections …",,,,,,,,,,,,,,
463,From Reality to Virtuality: Revolutionizing Livestock Farming Through Digital Twins,"E Arulmozhi, NC Deb, N Tamrakar, DY Kang, MY Kang…",Agriculture,2024,"… , the DTs present a risk due to many cyber-attacks. Illegal access to farm data and systems can … Herein lies one of the problems: if the system is technically faulty or a cyber-attack occurs, …",,,,,,,,,,,,,,
464,Current Research Trends in Business and Technology Management,RK Chaturvedi,,2024,"In a continued effort to present the latest thoughts of researchers in domain of business and technology management and to benefit industry and academia, like my previous books, this …",,,,,,,,,,,,,,
465,Towards incremental learning in large language models: A critical review,"M Jovanovic, P Voss",arXiv preprint arXiv:2404.18311,2024,… 4) Trustworthiness — LLMs are susceptible to adversarial attacks. Modifying inputs can produce unexpected and harmful outputs [195]. CL system design should include encryption …,,,,,,,,,,,,,,
466,Survey on Pain Detection Using Machine Learning Models: Narrative Review,H Homayoun,ai.jmir.org,,"… They criticize CNNs for overfitting on biased data and validate their method through experiments on a humanoid robot in physiotherapy, emphasizing the importance of real-time, real-…",,,,,,,,,,,,,,
467,Vision-based navigation techniques for unmanned aerial vehicles: Review and challenges,"MY Arafat, MM Alam, S Moh",Drones,2023,"… Fixed-wing UAVs are widely used in military applications, such as aerial attacks and air cover. They have high-speed motion, high payload capacity, and long-lasting battery backups; …",,,,,,,,,,,,,,
468,Defining the concepts of a smart nursing home and its potential technology utilities that integrate medical services and are acceptable to stakeholders: a …,"Y Zhao, FZ Rokhani, SG Sazlina, NK Devaraj, J Su…",BMC geriatrics,2022,"Background and objectives Smart technology in nursing home settings has the potential to elevate an operation that manages more significant number of older residents. However, the …",,,,,,,,,,,,,,
469,Review on brain-computer interface technologies in healthcare,"E Karikari, KA Koshechkin",Biophysical reviews,2023,"Brain-computer interface (BCI) technologies have developed as a game changer, altering how humans interact with computers and opening up new avenues for understanding and …",,,,,,,,,,,,,,
470,"Creating state of the art, next-generation Virtual Reality exposure therapies for anxiety disorders using consumer hardware platforms: design considerations and future …","P Lindner, A Miloff, W Hamilton…",Cognitive behaviour …,2017,"… pairings of conditioned stimuli (eg spider) and unconditioned aversive event, for example, by occasionally manipulating the stimuli to become more threatening (eg have spiders attack). …",,,,,,,,,,,,,,
471,Unlocking the power of Matlab: A comprehensive survey,"TAS Srinivas, S Srinvias, D Donald…",… Journal of Advances …,2023,"… Matlab to develop a new control system for a humanoid robot. They used a combination of … Aditya Sai et MANIVANNAN, SS Prevention of hello flood attack in IoT using combination of …",,,,,,,,,,,,,,
472,"AI-based modeling: techniques, applications and research issues towards automation, intelligent and smart systems",IH Sarker,SN computer science,2022,"… For instance, to detect various types of cyber-attacks the classification models could be useful, while cyber-crime trend analysis or estimating the financial loss in the domain of …",,,,,,,,,,,,,,
473,"Integrating digital technologies and public health to fight Covid-19 pandemic: key technologies, applications, challenges and outlook of digital healthcare","Q Wang, M Su, M Zhang, R Li",International Journal of Environmental …,2021,"… to establish and improve the internal data protection and data leakage emergency response mechanism, but also have sufficient technical security measures to prevent hacker attacks …",,,,,,,,,,,,,,
474,Mental health disorder through electroencephalogram analysis using computational model,"K Waghmare, M Malhotra",Handbook of AI-Based Models in …,2024,"… Control of a humanoid robot by a noninvasive brain-computer interface in humans. Journal of Neural Engineering, 5(2), 214–220. https://doi .org /10 .1088 /1741 -2560 /5 /2 /012 …",,,,,,,,,,,,,,
475,Snake aerial manipulators: A review,"J Mendoza-Mendoza, VJ Gonzalez-Villela…",IEEE …,2020,"In this document, a review about snake aerial manipulators is presented. The most common mechatronical implications found in their design are described. The text is presented to the …",,,,,,,,,,,,,,
476,Artificial Intelligence in Health Insurance: A Bibliometric Review,"R Tiwari, H Kaur, S Sharma, H Kargeti…",2023 International …,2023,"… Artificial intelligence in health insurance is susceptible to adversarial attack, to mislead the system [32]. The AI framework needs to be consistent with the legal regulatory framework of a …",,,,,,,,,,,,,,
477,Functional Two-Dimensional Materials for Bioelectronic Neural Interfacing,"M Karbalaei Akbari, N Siraj Lopa, M Shahriari…",Journal of Functional …,2023,… The intercortical neural interfaces that are in direct contact with body tissue are prone to attack due to the natural reaction of body metabolism. Biocompatibility is an integrated factor that …,,,,,,,,,,,,,,
478,Data aggregation mechanisms on the internet of things: a systematic literature review,"S Yousefi, H Karimipour, F Derakhshan",Internet of Things,2021,… The presented scheme is unforgeable under adaptive chosen message attacks and provides a suitable trade-off on the computation overheads between the IoT devices. …,,,,,,,,,,,,,,
479,"Generative AI Empowered Network Digital Twins: Architecture, Technologies, and Applications","T Li, Q Long, H Chai, S Zhang, F Jiang, H Liu…",ACM Computing …,2025,"… for detecting network service attacks. They implemented a … -twin-enabled anomaly and attack detection are modeled as … to optimize the trajectories of a humanoid robot, achieving one of …",,,,,,,,,,,,,,
480,Flexible and printable sensors,"AA Bessonov, MN Kirikova",Nanotechnologies in Russia,2015,… Printing technologies have been used in devices preventing terrorist attacks and bomb … It is so thin and flexible that it can easily be used for the manufacture of humanoid robot fingers. …,,,,,,,,,,,,,,
481,Article Review,M Dorobantu,academia.edu,,"This review article briefly considers the history of AI and the most relevant milestones, and assesses the current state of the art in various AI applications. It then reviews some of the …",,,,,,,,,,,,,,
482,Emerging Technologies and Factory Automation,KA Index,,2008,"… implemented in safety and security since they aim at different sources of failures, but pursue the same goals; Security aims at protection and defense of threats from intentional attacks, …",,,,,,,,,,,,,,
483,"Machine Learning in Healthcare Sector: Algorithms, Applications, Challenges and Prospects",P Deswal,researchgate.net,,"… to catch early, as well as genetic disorders, heart attacks, sepsis, and other serious health issues. Early … Humanoid robot path planning with fuzzy Markov decision processes. J. Appl. …",,,,,,,,,,,,,,
484,Human performance modification: Review of worldwide research with a view to the future,"National Research Council, Division of Behavioral…",,2012,"… This kind of attack is also well known. Nonetheless, the committee found little evidence of the … Control of a humanoid robot by a noninvasive brain-computer interface in humans. Journal …",,,,,,,,,,,,,,
485,D4. 1: State-of-the-art Review,"P Brey, A Fox",,2018,"… Important notions here are those of humanoid robot and social robot. Humanoid robots are robots that resemble human beings in terms appearance, mechanics and behaviour, and …",,,,,,,,,,,,,,
486,"Software-based dialogue systems: survey, taxonomy, and challenges","Q Motger, X Franch, J Marco",ACM Computing Surveys,2022,The use of natural language interfaces in the field of human-computer interaction (HCI) is undergoing intense study through dedicated scientific and industrial research. The latest …,,,,,,,,,,,,,,
487,An overview of recent advances in greenhouse strawberry cultivation using deep learning techniques: a review for strawberry practitioners,"JW Yang, HI Kim",Agronomy,2023,Strawberry (Fragaria × ananassa Duch.) has been widely accepted as the “Queen of Fruits”. It has been identified as having high levels of vitamin C and antioxidants that are beneficial …,,,,,,,,,,,,,,
488,The state of the art in distributed mobile robotics,V Adolfsson,,2001,"… activity), and antagonistic behaviour; mating behaviours involving persuasion, appeasement, and orientation; family and group life behaviours involving flocking, communal attack (mobs…",,,,,,,,,,,,,,
489,Battery powered RC boats: a review of its developments for various applications,"CZ Eugene, JJ Lim, U Nirmal, T Saijod…",Current Journal of …,2019,… Flat-plate profiles are suitable for straight-ahead conditions due to their high efficiency [47] however they are limited to small angles of attack. Once the angle of attack is more than 5 …,,,,,,,,,,,,,,
490,MIS AI-artificial intelligence application in minimally invasive surgery,Z Nawrat,Mini-invasive Surgery,2020,"… The robot is an artificial man or part of a humanoid robot, artificial organs or artificial … Therefore, the networking system is vulnerable to cyber-attacks and consequently, the security and …",,,,,,,,,,,,,,
491,METAEDUCATION: State-of-the-art methodology for empowering feature education,DK Murala,IEEE Access,2024,"Education has become the most essential endeavor in our lives. There are many ways to learn, but only a few capture my interest. However, education has grown more interesting and …",,,,,,,,,,,,,,
492,Artificial general intelligence systems challenges,N Marinova,"Monographic library"" Knowledge and business"" …",2023,"… solving capabilities, an WABOT-1 intelligent humanoid robot. Despite the implementation of many … protecting state information systems from various malicious attacks (Appendix 13). The …",,,,,,,,,,,,,,
493,Brain Computer Interfaces: The Future of Communication Between the Brain and the External World,"M Alseddiqi, AL Anwar, O Najam, L Albalooshi…",,2023,This paper provides a comprehensive review of the current state of research on Brain Computer Interfaces (BCIs) and their potential applications. The objective of this study was to …,,,,,,,,,,,,,,
494,Development of a framework for metaverse in education: A systematic literature review approach,"R Roy, MD Babakerkhell, S Mukherjee, D Pal…",IEEE …,2023,"… A virtual laboratory for training in simulated heart attacks, various consultation rooms for medical visits, a virtual cardiac MRI room, and a virtual operating room for cardiac surgery are …",,,,,,,,,,,,,,
495,Barriers to artificial intelligence adoption in smart cities: A systematic literature review and research agenda,"AB Rjab, S Mellouli, J Corbett",Government Information Quarterly,2023,"… Cyber security issues Relates to the vulnerability of AI algorithms to cyber-attacks or other security threats, and the reliance of AI algorithms on input data that can be hacked. Braun et al.…",,,,,,,,,,,,,,
496,Deep Learning Approach to Emotion Recognition by Facial Expressions: A Review Paper,"S Singh, S Shukla",2023 5th International Conference on …,2023,"… Luan, “Cnn and lstm based facial expression analysis model for a humanoid robot,” IEEE … Yi, and SZ Li, “A face antispoofing database with diverse attacks,” in 2012 5th IAPR …",,,,,,,,,,,,,,
497,A review on human-computer interaction and intelligent robots,"F Ren, Y Bao",International Journal of Information Technology & …,2020,"In the field of artificial intelligence, human–computer interaction (HCI) technology and its related intelligent robot technologies are essential and interesting contents of research. From …",,,,,,,,,,,,,,
498,Mind the gap–moving beyond the dichotomy between intentional gestures and emotional facial and vocal signals of nonhuman primates,"K Liebal, L Oña",Interaction Studies,2018,"Despite the variety of theories suggesting how human language might have evolved, very few consider the potential role of emotions in such scenarios. The few existing theories jointly …",,,,,,,,,,,,,,
499,A Review on Recent Trends in Quantum Computation Technology,"AV Susindhar, G Soni, AK Tyagi",Handbook of Research on …,2023,"Quantum technologies' processing capacity is built on quantum mechanics foundations, including superposition, the no-cloning theorem, and quantum entanglement. Quantum …",,,,,,,,,,,,,,
500,Harnessing Artificial Intelligence for Sustainable Solid Waste Management in Ganvié: Challenges and Opportunities,"P Christian, J SAÏNOU, L AGBANDJI…",African Journal of …,2024,"This study examines the use of artificial intelligence (AI) to optimize solid waste management in Ganvié, a lake town in Benin, where no structured waste management system exists. …",,,,,,,,,,,,,,
501,Comparative Review of Selected Adaptive e-Learning Platforms,"IR Tebepah, ES Ikeremo",iiardjournals.org,,"This work was centered on reviewing the ten most adaptive e-learning platforms; identifying features, functionalities and the overall appearance of the application. The main objective …",,,,,,,,,,,,,,
502,Performance enhancement of IoMT using artificial intelligence algorithms,"MS Mushtaq, Y Mushtaq, MQ Raza…",Security and Privacy Issues …,2023,This chapter presents a comprehensive review of the application of IoMT in the health-care domain with a focus on artificial intelligence. It discusses the various aspects of AI techniques …,,,,,,,,,,,,,,
503,"Deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",IH Sarker,SN computer science,2021,"… SOM is widely utilized in a variety of applications, including pattern identification, health or medical diagnosis, anomaly detection, and virus or worm attack detection [60, 87]. The …",,,,,,,,,,,,,,
504,Dynamic neural network structure: A review for its theories and applications,"J Guo, CLP Chen, Z Liu, X Yang",IEEE Transactions on Neural …,2024,"… facing adversarial attacks. Generally, traditional attacks strive to mislead the model into making wrong decisions. The dynamic structures usually fail efficiently when attacked, such as …",,,,,,,,,,,,,,
